timestamp,datetime,label,door_open,sigma_co2,sigma_temp,scd_co2,scd_temp,scd_hum,bme_temp,bme_hum,bme_pres,bme_gas
1768074262.870205,2026-01-10T20:44:23.325981,OrangeSchimmel,0,-1.15,-0.03,982,12.73,66.44,10.31,80.92,940.18,45038
1768074264.8702884,2026-01-10T20:44:25.328164,OrangeSchimmel,0,-0.66,-0.03,983,12.75,66.45,10.31,80.96,940.18,45181
1768074266.8704,2026-01-10T20:44:27.327184,OrangeSchimmel,0,0.76,-0.03,987,12.76,66.47,10.31,80.99,940.18,45181
1768074268.8704867,2026-01-10T20:44:29.326288,OrangeSchimmel,0,-0.2,-0.01,989,12.76,66.49,10.31,80.98,940.18,45086
1768074270.8705692,2026-01-10T20:44:31.326411,OrangeSchimmel,0,0.26,-0.01,992,12.76,66.47,10.31,80.99,940.18,45133
1768074272.8706803,2026-01-10T20:44:33.327820,OrangeSchimmel,0,-0.21,-0.01,994,12.76,66.51,10.31,81.01,940.17,45086
1768074274.870751,2026-01-10T20:44:35.326786,OrangeSchimmel,0,0.73,-0.01,998,12.75,66.54,10.31,81.03,940.18,44943
1768074276.8708348,2026-01-10T20:44:37.326695,OrangeSchimmel,0,0.7,-0.01,1002,12.76,66.54,10.31,81.02,940.18,44802
1768074278.8709474,2026-01-10T20:44:39.328243,OrangeSchimmel,0,1.17,-0.01,1007,12.76,66.56,10.31,81.05,940.19,45038
1768074280.8710356,2026-01-10T20:44:41.326913,OrangeSchimmel,0,1.13,-0.01,1012,12.75,66.56,10.31,81.08,940.19,44896
1768074282.8711207,2026-01-10T20:44:43.327000,OrangeSchimmel,0,0.15,-0.01,1015,12.73,66.55,10.31,81.1,940.19,45038
1768074284.8712616,2026-01-10T20:44:45.328725,OrangeSchimmel,0,-0.81,-0.01,1016,12.76,66.61,10.31,81.12,940.19,45086
1768074286.8713436,2026-01-10T20:44:47.180065,OrangeSchimmel,0,0.0,0.0,,,,10.31,81.14,940.19,44849
1768074288.87141,2026-01-10T20:44:49.327244,OrangeSchimmel,0,0.62,-0.01,1020,12.76,66.62,10.31,81.16,940.19,44849
1768074290.8715212,2026-01-10T20:44:51.328638,OrangeSchimmel,0,-0.34,-0.01,1022,12.76,66.59,10.31,81.15,940.19,44614
1768074292.8716059,2026-01-10T20:44:53.327393,OrangeSchimmel,0,0.61,-0.01,1026,12.73,66.63,10.31,81.17,940.19,44708
1768074294.8716843,2026-01-10T20:44:55.327665,OrangeSchimmel,0,0.59,-0.01,1030,12.76,66.61,10.31,81.19,940.19,44755
1768074296.871785,2026-01-10T20:44:57.328829,OrangeSchimmel,0,-0.37,-0.01,1032,12.76,66.62,10.31,81.22,940.2,44755
1768074298.871867,2026-01-10T20:44:59.327610,OrangeSchimmel,0,-0.36,-0.01,1034,12.75,66.61,10.31,81.26,940.19,44991
1768074300.8719401,2026-01-10T20:45:01.327697,OrangeSchimmel,0,-0.34,-0.01,1036,12.75,66.66,10.31,81.25,940.19,45038
1768074302.8720307,2026-01-10T20:45:03.329080,OrangeSchimmel,0,0.63,-0.01,1040,12.76,66.67,10.31,81.25,940.19,44661
1768074304.872099,2026-01-10T20:45:05.328082,OrangeSchimmel,0,0.18,-0.01,1043,12.76,66.7,10.31,81.28,940.2,44614
1768074306.8721795,2026-01-10T20:45:07.328017,OrangeSchimmel,0,-0.29,-0.01,1045,12.76,66.68,10.31,81.31,940.2,44614
1768074308.872288,2026-01-10T20:45:09.329500,OrangeSchimmel,0,0.22,-0.01,1048,12.73,66.69,10.31,81.31,940.2,44661
1768074310.8723567,2026-01-10T20:45:11.328223,OrangeSchimmel,0,0.29,-0.01,1051,12.76,66.69,10.31,81.34,940.2,44708
1768074312.872426,2026-01-10T20:45:13.328294,OrangeSchimmel,0,-1.5,-0.01,1051,12.76,66.72,10.31,81.35,940.2,44521
1768074314.8725204,2026-01-10T20:45:15.329796,OrangeSchimmel,0,-0.84,-0.01,1052,12.73,66.72,10.31,81.35,940.2,44568
1768074316.8725908,2026-01-10T20:45:17.328458,OrangeSchimmel,0,-0.2,-0.01,1054,12.76,66.76,10.31,81.35,940.2,44521
1768074318.8726623,2026-01-10T20:45:19.328539,OrangeSchimmel,0,0.43,-0.01,1057,12.75,66.74,10.31,81.38,940.2,44475
1768074320.8727622,2026-01-10T20:45:21.329789,OrangeSchimmel,0,1.07,-0.01,1061,12.75,66.76,10.31,81.4,940.2,44429
1768074322.872832,2026-01-10T20:45:23.181539,OrangeSchimmel,0,0.0,0.0,,,,10.31,81.41,940.2,44521
1768074324.8729138,2026-01-10T20:45:25.328810,OrangeSchimmel,0,-0.24,-0.01,1063,12.75,66.78,10.31,81.43,940.2,44475
1768074326.873008,2026-01-10T20:45:27.330088,OrangeSchimmel,0,-0.23,-0.01,1065,12.75,66.75,10.31,81.43,940.21,44382
1768074328.8730786,2026-01-10T20:45:29.328819,OrangeSchimmel,0,1.15,-0.01,1069,12.76,66.8,10.31,81.47,940.21,44336
1768074330.873148,2026-01-10T20:45:31.328901,OrangeSchimmel,0,-0.24,-0.01,1071,12.76,66.81,10.31,81.48,940.2,44336
1768074332.873254,2026-01-10T20:45:33.330333,OrangeSchimmel,0,1.13,-0.01,1075,12.73,66.81,10.31,81.5,940.21,44521
1768074334.873333,2026-01-10T20:45:35.329234,OrangeSchimmel,0,-1.7,-0.01,1075,12.75,66.84,10.31,81.52,940.2,44475
1768074336.8734026,2026-01-10T20:45:37.329139,OrangeSchimmel,0,1.81,-0.01,1080,12.76,66.82,10.31,81.52,940.2,44429
1768074338.8734906,2026-01-10T20:45:39.330690,OrangeSchimmel,0,1.06,-0.01,1084,12.75,66.83,10.31,81.55,940.19,44429
1768074340.8735757,2026-01-10T20:45:41.329397,OrangeSchimmel,0,-1.68,-0.01,1084,12.76,66.85,10.31,81.55,940.19,44429
1768074342.8736424,2026-01-10T20:45:43.329465,OrangeSchimmel,0,2.48,0.0,1090,12.76,66.84,10.31,81.56,940.19,44290
1768074344.8737564,2026-01-10T20:45:45.331117,OrangeSchimmel,0,-1.69,0.0,1090,12.73,66.89,10.31,81.57,940.2,44198
